"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.00167161532490894,-0.0116923084104111,0.00393279283928391,-0.0119608796056912,0.00338236639503231,-0.00540907003066151,0.00283057360519334,-9.14680455214164e-05,9.47476913019945e-05,-0.0033258342029513
"2",0.00290410507967349,-0.00696054138182922,0.00268276258666189,-0.00756232288985141,-8.10949385494166e-05,-0.00318166691141651,-0.0015604505733635,-0.000426915429490717,-0.000717612841669713,0.000185887984597436
"3",0.006987150635518,0.000373280219164749,0.000169993366446718,-0.00167005443364069,-0.0127544867832923,0.0012364635166891,0.000369929110412067,0.0114895674149332,-0.0109882783414672,-0.000337948722502097
"4",0.00296874548250341,-0.0146711170154457,0.0014721511205531,-0.00815985571082038,0.00161627469008241,-0.00454883077735088,0.000617681169933309,-0.000389878356573686,-0.000329821018533682,-0.00090566310956084
"5",0.000684913171145138,-0.00444435335345937,0.0013075468018129,-0.0042531882153684,0.000998225016020115,-0.00198956398080575,0.000902792977459574,6.22722894914451e-05,-1.25670427732544e-05,-0.000753789289738842
"6",0.00190279201670639,-0.00103313571749187,0.000447217213959052,-0.00205939036989545,-0.00558081459956792,-0.000468231467140647,-0.00495059739602419,0.000597602439037944,0.000196197708181388,-0.00049085683569628
"7",0.00152525988367641,-0.0102052344066554,0.00360308889030285,-0.0105687415507927,0.0034587625432312,0.00759368526039343,0.00106898312372021,-2.08766355122743e-07,-7.64459611156733e-05,-0.00175068988343142
"8",0.00118295552231313,-0.00833620242129495,0.0027109740023059,-0.00867227571369649,0.00240111306171433,-0.00362859660314852,0.00193707258894177,-1.02889396586225e-05,-4.68032308422759e-05,-0.00158250972539959
"9",0.0194429565108809,0.00206571623224055,1.13180376937329e-05,-0.000540726655440683,0.000979826473058556,-0.00260857674293453,-0.0286783483932333,0.00567371898102697,-0.00450304602638403,-0.00105070328979741
"10",0.00248394185405216,-0.000899487375693116,0.000247103916259456,-0.00177131305104703,-0.00597009085666137,-0.000270090551098602,-0.00553906552076069,0.00104262122869674,0.00129957703539325,-0.000407556624072302
"11",0.00149139744434176,-0.00272956586656921,0.000974075547027782,-0.00304704473828577,-0.00059030365147061,-0.00121046251529949,-0.00125282016274426,-0.000135492079856541,-0.000314630477212117,0.000410863466858842
"12",0.0115825607538266,-0.00259025389496314,0.00136465336348005,-0.0052150757784985,-0.00862570662922222,-0.00201743422248893,-0.0146151430328276,0.00795481188264987,0.00793932725776192,0.00130243035024702
"13",0.00242934499830498,-0.0190085121124171,0.00821962908528056,-0.00341386209641415,0.00233771675111016,-0.0048845492746759,0.00221560217634545,-3.58296196295292e-05,-7.68437417074115e-05,0.000580610926501509
"14",0.00918994401727375,-0.00128602108299685,0.000840208581049792,-0.0028863299151163,-0.00634178036080146,-0.000359270398288992,-0.000355271928813585,0.00582227050196629,0.0155480501276851,-0.000239275464184156
"15",0.00249455307532798,-0.0166768943746332,0.00610331071065046,-0.0174220443282096,0.00472010460717384,-0.00764571591686563,0.00363713136820746,-0.000146156336987414,0.000156226549226734,-0.0010465688167329
"16",0.00102166683494638,-0.00706373569815151,0.00221199968772124,-0.00660420367832282,0.00195262342265747,-0.00291016222078751,0.00140799042946867,-0.000118034630304702,-6.00538913772045e-05,-0.0010061953399185
"17",0.00266865198345001,-0.013674979915782,-0.000996507178297996,-0.00439817382576027,0.000740222862034275,-0.00302654685331332,0.000110524495704979,-0.000260340232004518,-0.000472290416526039,-0.00099360019204818
"18",0.00167879458658826,-0.0105276707788462,0.00364600795868587,-0.0106146014058689,0.00270480817867372,-0.00383709155553252,0.00179983995312526,-0.000179462189908128,-9.87432043094456e-05,-0.00196586297223465
"19",0.00417517441060742,-0.0099442849962712,0.00374463951932748,-0.0112693522835785,-0.00014505508854526,-0.00470397306653037,-0.00279299820917498,-0.000403895794623671,-0.000916140658707821,0.000410044728643955
"20",0.0035636561993837,-0.000498841163028451,0.000427182376611065,-0.00209585159358091,-0.00690241936332606,0.00088048371830721,-0.00522174931726057,0.00227512566681404,0.00190071193296696,-0.000308829431088652
"21",0.0182072136223983,0.00254115457652602,-0.000237205669597293,-2.798160808653e-05,-0.010014101715546,0.00197622157703186,0.00806996469709196,0.00604750271255961,0.0255435532760076,-0.00108602505405346
"22",0.00286505528977926,-0.022382075916341,0.0137124687400845,-0.00854297599455878,0.00412097438611896,-0.00777305641698624,0.0038475053595826,-0.000147298629222828,7.60318384025153e-05,-0.00214298359546679
"23",0.00185413141903746,-0.00594621486337018,0.00219277586091491,-0.00636705213590582,0.000543038875605444,-0.00294858176310514,-0.000388489339116338,-0.000212678929834569,-0.000364333770906697,-0.000265388807657982
"24",0.00132373927973697,-0.012031959071065,-0.00232076066697459,-0.00154669722547874,0.0014342516779345,-0.00228149948042575,0.00141760870935879,-0.000118365834922231,-1.12246069740517e-05,-0.0014318233708969
"25",0.00214210856212382,-0.0154777766196254,0.011215467103948,-0.00111627696576717,0.00151665455052651,-0.0032120735449426,0.00161046027007771,-0.000101127533176505,0.000125719029908619,-0.00304983871361883
"26",0.000849681010618908,-0.0059738108425649,0.00140736023481321,-0.00532018655458126,0.00148764959304207,-0.0027688093512133,0.00131027968695354,-0.000154808554635838,-4.87522793868301e-05,-0.00138853741377243
"27",0.000573982818542493,-0.000404573805923195,0.000233725663483133,-0.000770150170558137,-0.00101958872510106,-6.21200423754149e-05,-0.000810885669975015,-0.000206279705341925,-0.000221907988071048,-0.000224306639307273
"28",0.00328761329922436,-0.0284357102156412,-0.0044356128816986,-0.00446043116838702,0.00296410367850487,-0.00553545353182055,0.00338445631746713,-7.3381210415419e-05,-0.000177279500723507,-0.00450482100675313
"29",0.00303288994957001,-0.000270495540970799,0.000271858552312877,-0.0016719911109515,-0.00769261810171197,-2.80203543524638e-05,-0.00658394181492652,0.00106391928356366,0.00194834605381257,-0.000351940206045987
"30",0.00240128852459814,-0.0186187358052409,0.00226318309038542,-0.0117902039777018,0.00399634502383501,-0.00632210362635306,0.00354546284870113,-0.000108368853502694,0.000102267904062641,-0.00298129028492383
"31",0.001435586578027,-0.0119377935056341,-0.00157743184145824,-0.00291589143382611,0.00144461796858872,-0.00212165591088897,0.00151587527450911,-8.92197975802577e-05,4.20526630408694e-05,-0.00146729940561536
"32",0.000765958921118468,-0.00517142661608687,0.00152885875403104,-0.00509339698160542,0.00125903207288707,-0.0021341569001676,0.000954594070982902,7.27351118115409e-05,-8.57109611926985e-05,-0.000781529571531021
"33",0.00155889659783151,-0.0118645578264268,0.00067138236450709,-0.00650223253098347,0.0022703799008406,-0.00324125848177299,0.00192622710069408,-6.76758079118028e-05,0.000152928009052731,-0.00258182999867536
"34",0.00203190567846772,-0.00704091863866377,0.00266322951941572,-0.00815875431229248,0.00185903148512093,0.0078335085898208,-0.00117284393976607,-0.00026415521045665,-0.00044342933457378,-0.000329775134961987
"35",0.000854835603445476,-0.0068953113828205,0.0151588363837596,0.00447698290572221,0.000260333344595901,-0.000891177103645253,0.00052121155030381,-5.36792681716534e-05,8.74198467630139e-05,-0.000778862917514064
"36",0.00167508237054888,-0.0109578474348192,0.0127774991852484,-0.00321948058163182,0.00165071830510171,-0.00319430530946565,0.00135434425735186,-3.09135942216328e-06,8.61018052432336e-05,0.000451095923978765
"37",0.00210745766597609,-0.00713062376837066,0.00255944664022462,-0.00770848663296908,0.000849011573907866,-0.00334546219739615,-0.000316063470756304,-0.000311780135771626,-0.000485387231394119,0.000407510070324208
"38",0.00164691166357528,-0.0111921516849719,0.00413023453423028,-0.0118936287761349,0.00326796276950942,-0.00523579565401817,0.00218297467123018,3.92068003545432e-05,0.00026185004524768,0.0326299390064526
"39",0.00168133100440681,-0.0122407769446198,0.00404769894169434,-0.0124557541356603,0.00367179365577086,-0.00565050144680884,0.0031690897834745,-6.6122551706864e-05,0.000148754756161566,-0.0031210178701084
"40",0.00110290587086817,-0.00703050356919078,0.00266170936480188,-0.00804534280783884,0.00286091184010357,0.00784845776681251,0.000230114015077988,-8.54719697068681e-05,7.74634535055343e-05,-0.000339528142348631
"41",0.0020325941824523,-0.0145505315107887,0.00493638828369255,-0.0154380366140745,0.00465236575574556,-0.0067559350833114,0.00398785990648332,-0.000138576073948107,0.000290405220372631,-0.000723945992506765
"42",0.0023212428844929,-0.00952867352828791,0.00321150121796822,-0.00958241199780777,0.00159033609299426,-0.00409411526880573,0.000512787240595029,-0.000281682112668955,-0.000325655592909343,-0.00158206294936706
"43",0.00223062494069894,-0.0187338577792737,0.0112824765930794,0.000157365566710316,0.00203202143351129,-0.00405490468282538,0.00248638060941448,-0.000121431015950643,-0.000150820556555073,-0.00225354191153689
"44",0.00255269236948128,-0.016643852567789,0.00570292224965782,-0.0169132545343738,0.00422443908740196,-0.00748115332487615,0.00356004869276395,0.000129944426886565,0.00011408464439029,-0.00108988853694602
"45",8.35040393945834e-05,-0.000293130606822283,0.000125694769549845,-0.000448541985285457,-7.7407783320763e-05,-0.000109967794755923,-0.000150878384484234,1.11200761208883e-05,-5.46067849863501e-06,-0.00012613748419649
"46",0.00653339228760301,-0.000727982565038862,0.000728840431136361,-0.0041128568010356,-0.0180183402617043,0.00106458929761064,-0.0134214233794901,0.00207130606879261,0.0014421673650677,-0.000513351894968907
"47",0.00385827929417691,-0.00864405649946702,0.00295622863616798,-0.0100430925111249,-8.11574230877771e-05,-0.00361969176365343,-0.00240777439953816,-0.000471457145640275,-0.000878585829022122,-0.000153551088929169
"48",0.000962644980461581,-0.00227365639147531,0.000830642676281829,-0.00262842169439057,-0.000365210637285535,-0.00120183630030245,-0.00107155662701563,0.000253425395354943,0.000430310940986991,7.74414311478537e-05
"49",0.00142627513752956,-0.00938260615891308,0.00321942106185845,-0.0102530911898811,0.00284512134124501,-0.00448112644828069,0.00226177640880069,-0.000153019304798379,5.43402693726114e-05,-0.00233918541981414
"50",0.00597955838920068,0.000299013446325575,0.000208971975208644,-0.00171317000874018,-0.0119654169987345,0.000760052948434767,-0.00527898265103608,0.00326450079367768,-0.000828864390920428,-0.000842557810699388
"51",0.00746132864761206,4.76055296316469e-05,0.000365742132812014,-0.00250413910537841,-0.0128254004133471,0.000236831457060985,-0.0111749495098508,0.00361708772158496,0.0054608927501588,-0.00064934021084843
"52",0.00169146618201736,-0.00447415456844272,0.00176597350557997,-0.00491437042900353,0.00014714896355106,-0.00225884572759324,-0.000721489295147045,-0.000246770785625017,-0.000414201593155177,0.000386449747630609
"53",0.000533950300521021,-0.00323867417995211,0.00118286609923788,-0.00317578464729288,0.0007571501463288,-0.00154359489677266,0.000521591600892749,-2.34421872652536e-05,-1.2153959727997e-05,-0.000503670137430723
"54",0.00175149470738206,-0.0115743280612617,0.0035302127179534,-0.0103418565393939,0.00296938568721413,-0.00541250050724695,0.00276005873827608,0.000202047211311802,-6.29241463959326e-05,-0.00204816746258394
"55",0.0012547562996198,-0.0110782110764312,-0.0032427800875647,0.000896141739652747,0.000493174793016562,-0.00173430059986319,0.000632944947208949,3.10686109151081e-05,6.87023183768539e-05,-0.000685216518305282
"56",0.00463732850291462,-0.0146986003055777,0.0051193450287236,-0.0148457667168041,0.00139986460972335,-0.00734152315567338,-0.00100810564949495,-0.000556950684225329,-0.000910055812369875,-0.000864564790118887
"57",0.00294284365754366,-0.014825268686532,0.00147877837030951,-0.00879942212958979,0.0018461335896826,-0.00386364522987506,0.000692429321937708,-0.000310446669310315,-0.000402510124526885,-0.00198076973447287
"58",0.00137532547080732,-0.010123212072537,0.00299605896955981,-0.0101402935505608,0.00314077154095299,-0.00484828750791479,0.00253272588196368,-0.000115796633904004,-6.16429043849491e-05,-0.00244934822233485
"59",0.00199253636146872,-0.00678393383636458,0.00263593028961367,-0.00696234944928329,0.000817042736977385,-0.00300862030909511,-0.000118073059867697,-0.000241800666134626,-0.000299170739675911,-0.000321010502325729
"60",0.00195902919826846,-0.0148816155574443,0.00967773864552977,0.000617109446719515,0.00158751922591971,0.00733159202329077,-0.000176773135534946,0.000102487616867319,-1.5354688734204e-05,-0.00105496050876864
"61",0.00161579212193707,-0.0112072006382076,0.00348018154416278,-0.0109323452802343,0.00323312920881967,-0.00464907008368903,0.0027784820526149,-6.80529497443402e-05,0.000143478239062028,-0.00263152699538871
"62",0.000640102052816504,-0.00454623683271627,0.00156440170434026,-0.00455054915370957,0.00135431785788269,-0.0016475361080965,0.00100089517178944,-5.14756237663855e-05,-5.34022129079904e-06,-0.00116426504182593
"63",0.00094030613518658,-0.00676762077189754,0.00203728389978756,-0.00654891249164909,0.00196924016538389,-0.00253566634914194,0.00149848168853003,-9.1137809422046e-05,5.34196197004437e-06,-0.00138804960205509
"64",0.0021479820743887,-0.0163587970184304,6.71748960434778e-05,-0.00716617199862901,0.00258759632777316,-0.00478715306780542,0.00257377026891518,-0.000229707598485294,5.14979987802806e-05,-0.00267352205670177
