,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Label
80,0.003217262,-0.037526494,0.182355717,0.110215434,-0.011075644,0.009554728,-0.003980267,0.000287805,0.000158698,0.000172833,6
81,0.000407715,-0.000916967,0.000327606,-0.001127674,-0.000508528,-0.000351872,-0.000602029,0.000258072,0.000417857,0.003684066,4
82,0.000929951,-0.006157114,0.002077463,-0.006279334,0.00181338,-0.002246496,0.001337142,8.02E-05,-1.89E-05,-0.0009491,4
83,0.000113217,-0.000544005,0.000161058,-0.000665415,2.16E-05,-0.000110724,-9.10E-05,5.11E-06,-1.40E-05,3.76E-05,4
84,0.083978369,0.014859729,-0.002854845,0.011582609,0.036050974,-0.000455831,0.00929457,-0.06025404,-0.034016199,0.002030927,9
85,0.000999814,-0.006019931,0.001912482,-0.005947824,0.001418346,-0.002237637,0.000890762,7.11E-05,7.29E-05,0.001345606,4
86,0.001459927,-0.009442238,0.002858975,-0.009348566,0.002387941,-0.004156562,0.002189179,-3.07E-05,7.86E-05,-0.002646885,3
87,0.005669675,-0.000354616,0.000529043,-0.003096747,-0.014519408,-0.000141524,-0.013412708,0.003071904,0.004434616,-0.000607401,10
88,0.002888787,-0.020533573,0.003131931,-0.013557462,0.004199638,-0.007102589,0.003622649,-0.000318032,-6.41E-06,-0.00445641,3
89,0.000208384,-0.000703116,0.000153948,-0.00058317,0.000275678,5.95E-05,0.000296877,1.66E-05,0.000211524,-0.0001001,4
90,0.000839322,-0.00591404,0.002142752,-0.006170118,0.001837289,-0.00291914,0.001355212,-0.000102545,-0.000119931,-0.001330002,4
91,0.002156906,-0.016130676,0.005686216,-0.016364346,0.004946653,-0.008223615,0.004285574,-0.000202726,-2.21E-05,-0.004454639,3
92,0.015323542,-0.000475011,0.000853667,-0.004745152,-0.017285839,-0.001081573,-0.020940643,0.001512655,0.00265963,-0.000594922,10
93,0.000822167,-0.005455464,0.002118039,-0.006031637,0.001597672,-0.002718888,0.001171734,-9.71E-05,-6.08E-05,0.006625671,4
94,0.014918467,-0.002568593,0.001633561,-0.006962107,-0.020129192,-0.000978203,-0.013715339,0.001598635,0.004606078,-0.000275355,10
95,0.001615244,-0.003946149,0.00156589,-0.004285158,-2.32E-05,-0.001387265,-0.000982103,-0.000237821,-0.000425512,0.000114341,4
96,0.009551968,-0.001883915,0.001147229,-0.004568345,-0.012333241,-0.000626382,-0.008621547,0.001456933,0.004580693,-7.14E-06,10
97,0.003344882,-0.027888826,-0.001123756,-0.009788243,0.004574445,-0.00730537,0.004424507,-0.000380901,7.23E-05,-0.000953296,3
98,0.003048127,-0.0216778,0.00394816,-0.015455287,0.004345269,-0.008348865,0.00399306,0.000111942,0.000452508,-0.005139904,3
99,0.075229981,0.011070685,-0.001765023,0.008147244,0.032069412,-0.001131011,0.012060762,-0.059187099,-0.041692285,0.00265962,9
100,0.001400787,-0.010155148,0.003813434,-0.011005904,0.003869998,0.004793255,0.001493367,-6.25E-05,7.96E-06,-0.001303852,3
101,0.002318875,-0.009153719,0.003356923,-0.009656059,0.001662959,-0.003817843,0.000479051,-0.000269915,-0.000235618,-0.00119434,3
102,0.002226245,-0.008289581,0.002793222,-0.008770303,0.001194535,-0.003945035,4.31E-05,-0.000222489,-0.000335947,-0.000490305,3
103,0.000632597,-0.004631597,0.001496022,-0.005067713,0.001631751,-0.002117475,0.001316635,-8.57E-05,1.17E-05,-0.000964989,4
104,0.007672331,-0.096763066,-0.077726665,0.092767807,-0.011771694,0.014721297,-0.005296751,-2.06E-05,0.000247027,0.003831879,8
105,0.005819998,-0.004180382,0.001879279,-0.006567329,-0.010608267,-0.001915702,-0.009096106,0.000568267,0.000907412,5.23E-05,10
106,0.001609492,-0.005411325,0.003063211,-0.008452037,0.0003582,-0.003630019,-0.002300285,0.001750393,0.001832554,0.181780331,7
107,0.001306482,-0.009059016,0.002807074,-0.008580818,0.002390991,-0.004326327,0.001997326,-6.90E-05,-6.80E-05,-0.001273639,3
108,0.002533889,-0.010508709,0.011224057,-0.004480607,0.00048313,-0.003711822,-0.000215071,-0.000143581,-0.000457583,-0.000774567,3
109,0.00110706,-0.008151611,0.002666586,-0.00771814,0.002412516,-0.00328908,0.001900744,-0.000106415,-3.22E-05,-0.001365314,3
110,0.001417891,-0.010249819,0.003293766,-0.010693272,0.003202976,-0.003801083,0.00247632,-0.000116547,-3.94E-05,-0.001662723,3
111,0.023370201,0.003275238,-0.000234909,-0.000750932,-0.022020483,0.004383228,0.019035255,-0.017166937,-0.037814623,7.54E-06,2
112,0.007672331,-0.096763066,-0.077726665,0.092767807,-0.011771694,0.014721297,-0.005296751,-2.06E-05,0.000247027,0.003831879,8
113,0.000536793,-0.002729375,0.001160607,-0.003027641,0.000919553,-0.001080582,0.000805922,1.08E-05,0.000218605,-0.000568819,4
114,0.0022728,-0.008787373,0.003029039,-0.00912741,0.001456633,-0.004125553,0.000267787,-0.000290517,-0.000454295,-0.000950496,3
115,0.002289725,-0.01883875,-0.000494675,-0.006888833,0.003014172,-0.005096144,0.002737757,-0.000164863,2.67E-05,-0.003165536,3
116,0.017514342,0.000963241,0.000488101,-0.004203463,-0.028794686,0.002009562,-0.008282017,0.008999205,-0.005603691,-0.000749989,10
117,0.002173061,-0.005684076,0.00194145,-0.006097127,-0.000487195,-0.002471498,-0.001089054,-0.00026079,-0.000358713,0.000438358,4
118,0.00221352,-0.008210105,0.003150898,-0.011239081,0.003662979,0.025211261,-0.003004112,-0.000105481,-0.000455538,-0.000490879,4
119,0.001700405,-0.013102694,0.013321928,-0.005916019,0.003130843,-0.003679469,0.002706729,-0.000165039,6.68E-05,-0.002324397,3
120,0.01651386,-0.000632276,0.000990803,-0.006019989,-0.029985242,0.000880707,-0.01738216,0.01384336,0.009611401,-0.002060172,10
121,0.00242341,-0.015608816,0.005683533,-0.017404954,0.005424418,0.006662958,0.002212768,-8.35E-05,0.000164889,-0.003817775,3
122,0.000877773,-0.00645511,0.002394028,-0.006057766,0.001860241,-0.002946192,0.001517121,-0.000110173,-7.57E-05,-0.001127954,4
123,0.00244183,-0.018114978,0.002405116,-0.01136502,0.003618351,-0.00571788,0.002844556,4.16E-05,0.000455382,0.018085907,3
124,0.002186154,-0.008511923,0.003118523,-0.008875838,0.001389087,-0.004651301,0.000239286,-0.000310834,-0.000464109,-0.00061211,3
125,0.001233262,-0.009117295,0.017474819,0.002958704,0.0009254,-0.001239968,0.000680606,-6.59E-05,-5.20E-05,-0.000965625,4
126,0.000882069,-0.006054153,0.002025367,-0.005802232,0.00163783,-0.002907337,0.001257874,-0.000118546,-7.46E-06,-0.000529233,4
127,0.00055733,-0.003722811,0.001589026,-0.003416352,0.000976708,-0.000964179,0.000678399,-6.84E-05,3.55E-05,-0.000742005,4
128,0.001956336,-0.019084877,-0.006551928,0.003549011,0.000785219,-0.001647017,0.001197193,-6.35E-05,0.000121759,-0.001486165,4
129,0.000124121,-0.000140291,6.61E-05,-0.000235041,-0.000189873,-0.000106789,-0.000182293,3.70E-05,0.000111006,-1.16E-06,4
130,0.002188654,-0.016736596,0.011517417,-0.002539522,0.001875884,-0.004405053,0.001884262,-5.15E-05,0.000146548,-0.002803273,3
131,0.002223018,-0.016503326,0.020134181,-0.00583264,0.004112219,0.005428058,0.001619412,-0.000154093,-2.42E-05,-0.002650855,3
132,0.002164866,-0.01528976,0.005048511,-0.015129802,0.004408968,-0.006685802,0.003554292,-0.000119809,0.000141647,-0.004057594,3
133,0.002224047,-0.011942481,-0.005719364,0.004494427,-0.001279954,0.000187528,-0.001682477,-0.000252614,-0.000406028,0.000967289,4
134,0.001069477,-0.010583964,-0.003787517,0.001799865,0.000557535,-0.000750563,0.000670709,-8.39E-05,-2.08E-05,-0.000286031,4
135,0.006126011,-0.001730141,0.00100652,-0.00500416,-0.017609418,-0.000760926,-0.015578385,0.002908449,0.003133662,-0.001041964,10
136,0.011499161,-0.002763326,0.001620205,-0.0068288,-0.019869878,-0.000702881,-0.013392497,0.00490531,-0.001101644,0.000545699,10
137,0.001513002,-0.003274997,0.001182427,-0.003744994,-0.000254894,-0.001533159,-0.00104556,-0.000262409,-0.000405381,0.000480626,4
138,0.013748303,-0.000948642,0.000901955,-0.005175549,-0.021265208,-0.000190244,-0.013742727,0.004276869,0.007582944,-0.001606672,10
139,0.001834879,-0.012667404,0.004637227,-0.013432408,0.003932449,-0.005352104,0.002854011,-0.000152713,-0.000163569,-0.002203147,3
140,0.001075605,-0.005296368,0.001671855,-0.005784445,0.00096397,-0.002502543,0.00058902,-7.30E-05,-0.000102858,6.45E-05,4
141,0.002321787,-0.017411735,0.000307776,-0.008306256,0.002695336,-0.004786452,0.00241254,-0.000116716,-6.79E-05,-0.003097423,3
142,0.002703962,-0.01861803,0.016661559,-0.01052468,0.003878345,-0.006971742,0.003373925,2.02E-05,0.000283808,0.000108067,3
143,0.002255654,-0.001426854,0.000536169,-0.002550116,-0.006386438,-0.000661567,-0.005708504,0.000623912,0.000273271,-0.000626356,4
144,0.005781127,-0.001789657,0.000813098,-0.003319289,-0.006691385,-0.000740996,-0.002808028,0.003960766,0.004291745,-0.000442387,4
145,0.001220618,-0.008306441,0.003001376,-0.008360235,0.00244261,-0.004001763,0.001810901,-0.000115968,-3.57E-05,-0.002440645,3
146,0.013490987,-0.000512973,0.000946484,-0.004804221,-0.026475613,0.001101976,-0.012794043,0.002881966,-0.004341861,-0.001269614,10
147,0.00249213,-0.017124257,0.006397891,-0.018301641,0.005236259,-0.008350065,0.004370407,-0.000295007,0.000111094,-0.004282247,3
148,0.002322466,-0.010573365,5.82E-05,-0.004196782,0.000489868,-0.002789463,-0.000230452,-0.000254393,-0.000355109,-0.000553557,4
149,0.002736264,-0.00981263,0.003675379,-0.010849649,0.001149197,-0.004991628,-0.000279019,-0.000278738,-0.000491551,-0.000235255,3
150,0.001714514,-0.010981601,0.00330848,-0.010991048,0.002733526,-0.005609913,0.002087115,-4.63E-05,0.000136047,-0.001494565,3
151,0.002080409,-0.015172092,0.002348234,-0.009512306,0.003015199,-0.004942753,0.002507396,-0.00011274,0.00018712,-0.00289443,3
152,0.001234351,-0.008027614,0.003018515,-0.009398816,0.002497545,-0.003736035,0.001585065,-0.000155862,-0.000242329,-0.00183199,3
153,0.000220297,-1.01E-05,2.37E-05,-0.00014861,-0.00080699,6.60E-06,-0.000717953,0.000250406,0.000450154,-3.92E-05,4
154,0.001424834,-0.011657708,0.000248477,-0.005902361,0.003075779,0.008703676,0.000667637,-0.000100258,-4.27E-05,-0.001797303,4
155,0.003906082,-0.002000384,0.000927422,-0.003803652,-0.009689707,-0.00072978,-0.008235533,0.000453665,0.000644824,-0.000573533,4
156,0.002478424,-0.01818719,0.002701612,-0.011755906,0.003496728,-0.006211075,0.002969054,2.93E-05,1.66E-05,-0.002349372,3
157,0.004026261,-0.026186427,0.049315537,0.018546959,-0.000776678,-0.003902174,2.90E-05,-0.000296124,-0.000433854,-0.001391523,3
158,0.00233889,-0.018155106,0.002611275,-0.011806676,0.0041025,-0.006231051,0.003410888,-0.000257526,-8.91E-05,0.004610822,3
159,0.001522745,-0.00973349,0.003531875,-0.009712148,0.00260951,-0.004228971,0.002034582,-8.18E-05,-2.51E-05,0.000783074,3
160,0.007104315,-0.005146817,0.001924885,-0.007561114,-0.014321104,-0.002088742,-0.013706144,0.002068562,0.002135035,-0.000370649,10
161,0.001927682,-0.005909211,0.00227259,-0.006268224,0.000477609,-0.002585261,-0.000445965,-0.000141282,-0.000368212,-0.00017477,4
162,0.00202138,-0.016367683,0.002248959,-0.009959621,0.003603592,-0.005277139,0.003169827,-0.000151424,6.44E-05,-0.003363923,3
163,0.002232367,-0.010457021,-0.003513875,0.001485033,-0.001125381,-0.001199491,-0.001355989,-8.89E-05,-0.00035195,5.78E-05,4
164,0.00989896,-0.002437328,0.001385712,-0.00569508,-0.016272595,-0.000619541,-0.009845325,0.007765144,0.007758862,-0.000855803,10
165,0.00163434,-0.008489016,0.002647354,-0.008619622,0.001390321,-0.003759057,0.001200767,-0.000179433,0.000198724,-0.000875064,3
166,0.001616719,-0.003871645,0.001640681,-0.003978408,-0.000116873,-0.001302284,-0.001055389,-0.000240714,-0.00043179,0.000180692,4
167,0.001206521,-0.009497979,0.002846525,-0.009397217,0.003161258,-0.003719687,0.002630612,-0.000142084,-6.11E-06,-0.001938912,3
168,0.001640619,-0.013941837,-0.002016564,-0.002666784,0.001626874,-0.003337264,0.001515923,-0.000196098,-5.23E-05,-0.00208539,3
169,0.003008725,-0.015347668,0.002354138,-0.009783038,0.002639213,0.00521116,-0.000371224,-0.000107544,-0.000311153,-0.001935603,3
170,0.002022528,-0.005269917,0.002018581,-0.005618655,0.000422905,-0.002159021,-0.000667246,-0.000144548,-3.63E-05,0.00080171,4
171,0.00028697,-0.001719486,0.000344641,-0.001576354,0.000251636,-0.000622011,7.41E-05,5.17E-06,-2.88E-05,-0.000307917,4
172,0.000477072,-0.003306051,0.001279996,-0.003244033,0.000901596,-0.001641008,0.000703213,-4.42E-05,-3.35E-05,-0.000488941,4
173,0.001206986,-0.008355184,0.002934015,-0.008738915,0.002489614,-0.00381557,0.001974285,-4.78E-05,3.69E-05,0.000662321,3
174,0.001575637,-0.011232268,0.003358875,-0.010433425,0.003181982,-0.004989529,0.002725026,-0.000135134,-4.06E-05,-0.002500711,3
175,0.000222564,-0.001659822,0.000396657,-0.001070918,0.000325688,-0.0006574,0.000256101,-2.03E-05,2.39E-06,-0.00011733,4
176,0.001041925,-0.00700238,0.002669709,-0.007451065,0.002214173,-0.002845675,0.001621963,-4.97E-05,-2.48E-06,-0.001304168,4
177,0.001450347,-0.003154142,0.001064064,-0.003416197,-0.000252486,-0.001524948,-0.000958705,-7.92E-05,-0.000393109,0.00031507,4
178,0.002255949,-0.008810297,0.003297419,-0.009437298,0.001545045,-0.004694363,0.000515002,-0.000321844,-0.000458122,-0.001377609,3
179,0.001658026,-0.005051049,0.001662251,-0.005441953,0.00052138,-0.002001939,-0.000362856,-0.000249128,-0.000381312,-0.000359986,4
180,0.00535396,-0.01888267,0.002832374,-0.013128973,0.00115283,-0.006695605,-0.00150493,-0.000669905,-0.001011691,-0.000928359,3
181,0.001989255,-0.009489601,0.002978233,-0.010246268,0.001343218,-0.004081159,0.001104382,-0.000218427,-0.00045952,-0.002227823,3
182,0.001534356,-0.009887481,0.003533395,-0.010974694,0.002653688,-0.005581712,0.002316762,6.94E-05,0.000312055,-0.002995615,3
183,0.001940432,-0.006771561,0.01441893,0.003722801,-0.001053344,-0.000649485,-0.001463381,-0.000168416,-0.000345841,7.26E-06,4
184,0.010352767,-0.002582471,0.001529775,-0.004431367,0.001954312,-0.003333918,-0.014836315,-0.001885019,-0.011476291,0.024560092,4
185,0.002713446,-0.00939604,0.003474102,-0.0102537,0.001097821,-0.004686215,-0.000114745,-0.000318712,-0.000385703,0.00183618,3
186,0.00078969,-0.005959771,0.001760759,-0.005177466,0.001652831,-0.002372221,0.001374662,-5.72E-05,2.57E-05,-0.0012692,4
187,0.00149445,-0.012643754,-0.002635388,-0.000669865,0.001000815,-0.001917297,0.000935151,-6.02E-05,0.000101504,-0.000785141,4
188,0.001957527,-0.013743177,0.01364631,-0.004919245,0.002614576,-0.003840062,0.002413626,-2.83E-05,0.000367453,-0.002071262,3
189,0.001316789,-0.008595426,0.002999568,-0.00902243,0.002448144,-0.004270201,0.002039634,-3.16E-05,0.000136815,-0.002385805,3
190,0.000705522,-0.004562912,0.00154835,-0.004331136,0.001105942,-0.002031939,0.000740947,-5.31E-05,-5.43E-05,-0.000901472,4
191,0.002625036,-0.008206077,0.003962356,-0.013138944,0.003446583,0.0335622,-0.00527226,5.55E-05,-0.000279807,0.000585505,4
192,0.000177694,-0.000746905,0.000254156,-0.00083867,2.88E-05,-0.000387021,4.07E-05,6.40E-05,9.40E-06,2.63E-05,4
193,0.003217262,-0.037526494,0.182355717,0.110215434,-0.011075644,0.009554728,-0.003980267,0.000287805,0.000158698,0.000172833,6
194,0.004068488,-0.000327975,0.000425791,-0.002198781,-0.009270265,-8.15E-05,-0.007461653,0.003283095,0.001972678,-0.000409156,4
195,0.012170048,-0.000572877,0.000763204,-0.004364514,-0.02214113,0.001005104,-0.008576409,0.00860445,0.00246746,-0.001074666,10
196,0.001415093,-0.010526472,0.003383987,-0.009872454,0.003036242,-0.005128502,0.002654526,-0.000134063,4.47E-05,-0.002407649,3
197,0.08847325,0.015903055,-0.003212752,0.012892802,0.035366465,0.001996432,0.039415855,-0.083200275,-0.002484699,0.002254155,9
