0.001671615,-0.011692308,0.003932793,-0.01196088,0.003382366,-0.00540907,0.002830574,-9.15E-05,9.47E-05,-0.003325834,0.001710592,-0.000908734,0.002618231,-0.00392867,0.001524959,-0.002631262,-0.000192727,-0.001115519,-0.001175267,0.003254598,-0.01192744,-0.000893708,-0.013443854,0.037817588,-0.014693725,-0.010801949,0.002745024,-0.012271888,0.03872169,-0.000277923,0.009290567,-0.00207068,0.017293702,0.023059464,-0.010186392,0.022206231,-0.009713386,-0.010728765,-0.020090598,-0.015803977,0.015738599,-0.003764586,0.002839251,-0.015015551,-0.0112563,0.007196295,0.002031672,-0.019115183,-0.012294623,0.026203982
0.002904105,-0.006960541,0.002682763,-0.007562323,-8.11E-05,-0.003181667,-0.001560451,-0.000426915,-0.000717613,0.000185888,-0.003637904,0.002128575,-0.012479641,0.005696161,-0.016690401,0.024435585,-0.002721789,-0.003938774,0.001205402,0.004790685,-0.004228836,-0.001978237,0.005836395,-0.004014348,0.001083682,-0.001507858,0.001525607,-0.004256532,0.003217566,-0.001604874,-0.001283267,0.002733888,-0.001082152,-0.003972097,-0.00492922,0.005269177,-0.001877064,0.002024899,-0.001775858,0.005573733,-0.004252111,0.000702061,-0.004672313,-0.006517212,0.000379098,0.00488754,-0.000677888,-0.002704714,0.006907621,0.002844487
0.006987151,0.00037328,0.000169993,-0.001670054,-0.012754487,0.001236464,0.000369929,0.011489567,-0.010988278,-0.000337949,0.000906737,-0.007460193,0.002337339,0.002123884,-0.002392497,0.002897164,-0.003525936,-0.002810692,-0.005431809,-0.010063144,3.18E-05,0.010754946,-0.001085982,0.001223133,-0.003257058,-0.000144569,-0.007834107,0.00020239,-0.005412014,-0.000638763,0.016886755,-0.001529342,0.00261517,0.002281614,-0.005743032,-0.01043145,0.005116636,-0.010916949,-0.008810603,-0.000364577,-0.007242301,-0.001991887,-0.003661514,-0.00131646,0.001770354,0.003248218,-0.000210366,0.00593049,0.001350269,-0.000900113
0.002968745,-0.014671117,0.001472151,-0.008159856,0.001616275,-0.004548831,0.000617681,-0.000389878,-0.000329821,-0.000905663,-0.000992031,0.000956636,-0.006332229,0.003837286,-0.008084264,0.011580982,-0.000459994,-0.021260771,0.002269088,0.003312235,0.006120266,-0.000747152,0.028133315,-0.003897625,0.008066443,-0.01765561,0.000131884,0.012755516,-0.008017427,0.007808508,-0.004175841,-0.00128648,-0.006090422,-0.001530346,0.000184706,-0.001411712,-0.001851552,0.00527941,0.001563483,0.018221249,-0.00931849,-0.004463807,0.005681116,0.000134212,0.000557286,0.000744806,-0.000512612,0.006083183,0.008933221,0.011033264
0.000684913,-0.004444353,0.001307547,-0.004253188,0.000998225,-0.001989564,0.000902793,6.23E-05,-1.26E-05,-0.000753789,0.000952364,-0.000335969,0.000476088,0.000902742,0.000671479,-0.001167745,-8.11E-05,0.004371479,-0.000526018,-0.003919254,0.001041024,0.000411732,0.004584174,-0.001712023,-0.001114559,0.002673436,-0.001027611,0.001198711,-0.003250059,-0.001099599,-0.001707135,-0.002297639,-0.003728401,0.000211751,0.002324085,-0.002709903,-0.000843351,0.001082424,0.000136402,-0.001176222,-0.004842906,0.002996445,0.003860384,-0.004313809,-0.005958144,-0.000328848,-0.000582483,0.002448575,0.004994581,0.001442387
0.001902792,-0.001033136,0.000447217,-0.00205939,-0.005580815,-0.000468231,-0.004950597,0.000597602,0.000196198,-0.000490857,-0.007371127,0.001685534,0.000165315,-0.003320977,0.005959451,-0.006283816,0.000522605,0.007044345,-0.003333058,0.019846178,0.000647639,-0.006166795,0.003084916,0.000108038,0.032534836,0.012956809,-0.002587952,-0.002877515,0.00544967,-0.004858352,0.002419241,-0.003649543,0.00364929,0.00598129,0.005995584,0.00721896,0.000290103,0.001138475,-0.003317209,0.002585132,0.000742741,0.000401336,0.002021903,0.000844533,0.000629938,0.002964978,-0.005194641,0.011616947,0.004634478,0.002268663
0.00152526,-0.010205234,0.003603089,-0.010568742,0.003458763,0.007593685,0.001068983,-2.09E-07,-7.64E-05,-0.00175069,0.001878279,-0.000903181,0.003890281,-0.00213981,0.004273963,-0.007354594,0.001031411,0.005856916,-0.000856979,-0.008510854,0.006998853,9.85E-05,-0.005003882,-0.004232967,-0.011482691,0.01631091,-5.10E-05,0.001368227,-0.023570846,-0.023799904,-0.011551637,0.015029266,0.001000665,0.012368179,-0.005318407,0.01552981,0.024000722,0.00252584,0.001706548,-0.004584268,-0.011170585,0.023896395,-0.002859502,-0.020241004,-0.009460192,0.019063977,-0.003253041,0.001528715,0.000243486,0.01091243
0.001182956,-0.008336202,0.002710974,-0.008672276,0.002401113,-0.003628597,0.001937073,-1.03E-05,-4.68E-05,-0.00158251,0.00113699,-0.000514309,0.001771442,0.000641667,0.003587788,-0.004232551,0.000172365,0.010299781,-0.001355743,0.001481765,-0.004337753,0.000456855,0.006671943,0.011560867,0.003338441,0.015390475,-0.00054352,-0.011420182,-0.015132607,0.027504246,-0.000180828,0.021765317,0.008939061,-0.018115414,0.000579718,-0.008947591,-0.003005968,0.00235959,0.015305969,0.008945691,-0.007437478,-0.00670269,-0.008865577,-0.013145925,0.012603576,0.001285343,-0.000960211,-0.010069711,0.008842946,-0.000519186
0.019442957,0.002065716,1.13E-05,-0.000540727,0.000979826,-0.002608577,-0.028678348,0.005673719,-0.004503046,-0.001050703,0.000331031,0.001643056,-0.017001652,-0.005066707,-0.001369927,-0.005080256,-0.001812731,-0.003350155,-0.027666415,-0.018245497,-0.00071033,0.015907105,-0.003172491,0.003222382,-0.013380405,-0.002463063,-0.019813148,-0.005240024,-0.011175954,0.00506623,0.031160688,-0.002498896,-0.003308442,-0.011917616,0.023863098,-0.006924067,0.022819603,-0.086081003,-0.007073459,0.060553565,0.059255934,0.011436307,0.007044703,-0.001997662,0.00587389,0.01146183,-0.079195197,0.009752958,0.003039798,-0.005744641
0.002483942,-0.000899487,0.000247104,-0.001771313,-0.005970091,-0.000270091,-0.005539066,0.001042621,0.001299577,-0.000407557,-0.006813796,0.002252597,-0.000190802,-0.000465982,0.000480672,-0.000181864,-0.000372999,0.000445871,-0.003144746,0.002434711,0.000721393,0.002162587,-0.002177743,0.000324781,-0.001395546,-0.000518474,-0.001221654,0.000970309,-0.004202553,0.000290612,0.006837089,-0.000219978,0.002026187,0.001103497,0.001567378,-0.001637186,-7.14E-05,0.001123246,-0.002672424,-0.002000338,-0.00697681,0.001853103,0.001843579,0.003137135,-0.005890112,-0.006771506,0.008140178,-0.016797151,-0.003049057,-0.000462905
